exercise_id,exercise_name,description,target_muscle_group,difficulty_level,equipment_needed,exercise_category,estimated_calories_per_min,default_duration_seconds,source
990,Jumping Jack,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",quadriceps,intermediate,bodyweight,cardio,5.0,60,mega_dataset
991,Jumping jack-,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",quadriceps,intermediate,bodyweight,plyometrics,5.0,60,mega_dataset
992,Jumping knee up-down,"The jumping knee up-down is an explosive bodyweight movement that consists of a knee up-down followed by a jump squat. It targets the muscles of the lower body, including the quads, glutes, and hamstrings, but is also a challenging power and conditioning exercise.",quadriceps,intermediate,bodyweight,plyometrics,5.0,60,mega_dataset
993,Jumping rope,"Jumping rope is a classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance.",quadriceps,intermediate,bodyweight,cardio,5.0,60,mega_dataset
994,King Maker Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
995,King Maker Explosive High Jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
996,Knee-tuck kick-up,"The knee-tuck kick-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
997,Kneeling hip flexor stretch,"The kneeling hip flexor stretch is a stretch targeting greater flexibility in the front side of the hips. It targets a chronically tight muscle group and is often performed as part of a dynamic warm-up, a cool-down, or as recovery work after training.",quadriceps,intermediate,bodyweight,stretching,5.0,60,mega_dataset
998,Kneeling quad thoracic stretch,"The kneeling quad thoracic stretch is a stretch targeting greater range of motion in your thoracic spine. It is commonly included in dynamic warm-ups or cool-downs, but can also be performed as full-body mobility work any time.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
999,Lateral Speed Step,A cardiovascular exercise that elevates your heart rate while engaging your quadriceps. Maintain a steady rhythm and controlled breathing throughout the movement.,quadriceps,intermediate,bodyweight,cardio,5.0,60,mega_dataset
1000,Lateral Squats,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1001,Lateral lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1002,Lateral shuffle,"The lateral shuffle is a common exercise in sports training and gym classes. It involves taking steps to one side and then steps to the other side. It can be performed as part of a circuit for athletes of any level, but is also a great movement for beginners.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1003,Linear Depth Jump,"Perform an explosive jumping movement, engaging your quadriceps. Land softly with bent knees to absorb impact. Maintain good form throughout the plyometric exercise.",quadriceps,intermediate,bodyweight,plyometrics,5.0,60,mega_dataset
1004,Looking At Ceiling,"Move slowly into the stretch position, targeting your quadriceps. Hold the stretch for 20-30 seconds, breathing deeply. You should feel a gentle pull but no pain. Release slowly and repeat as needed.",quadriceps,intermediate,bodyweight,stretching,5.0,60,mega_dataset
1005,Lunge high-knee clap,"The lunge high-knee clap is a full-body, cardio-based exercise with emphasis on the lower body. It includes a clap under the front leg to make the movement more powerful and strict. It can be performed either for time or reps and is a great inclusion in a fat-loss or athleticism-focused circuit workout.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1006,Lying quad stretch with band,"The lying quad stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",quadriceps,intermediate,bodyweight,stretching,5.0,60,mega_dataset
1007,MetaBurn Alternating Curtsy Lunge To Squat,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1008,MetaBurn Alternating Curtsy Lunge With High Knee,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1009,MetaBurn Alternating Diagonal Sprawl,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1010,MetaBurn Alternating Lateral Sprawl,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1011,MetaBurn Curtsy Lunge,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1012,MetaBurn Double Lunge,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1013,MetaBurn Frogger,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1014,MetaBurn High Knee Rotation,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1015,MetaBurn Lateral Bounding Hop,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1016,MetaBurn Side-To-Side Lunge,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1017,MetaBurn Star Jump,"Perform an explosive jumping movement, engaging your quadriceps. Land softly with bent knees to absorb impact. Maintain good form throughout the plyometric exercise.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1018,MetaBurn Tuck Jump With Knee Slap,"Perform an explosive jumping movement, engaging your quadriceps. Land softly with bent knees to absorb impact. Maintain good form throughout the plyometric exercise.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1019,Muscle Beach Broad Jump,"Perform an explosive jumping movement, engaging your quadriceps. Land softly with bent knees to absorb impact. Maintain good form throughout the plyometric exercise.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1020,Muscle Beach Freestyle Kick,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
1021,Muscle Beach Front Kick,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
